 3557218089559339    , '# 三星GALAXY SIV #【S?Translator：让世界越来越小】还记得哆啦A梦翻译糕吗？三星GALAXY?S?IV内置S?Translator竟将我们儿时梦想如愿成真！S?Translator智能翻译支持包含中文在内的9种语言互译，并支持语音文本相互转换。只要梦想够大，世界就会变小http://t.cn/zYrB5Yf【专题：http://t.cn/zY1lFpL】'
 3558693280447707    , '2014年的毕业生同学，你们可准备好了？'
 3558691687026508    , '#NLP Job# 腾讯2013实习生招聘TST内推计划 http://t.cn/zYFUody'
 3558692806752083    , '很想知道这个阅读量是怎么定义的？发现自己之前的一些微博阅读量过完，相关文章链接的点击量并不多，如果从点击率(CTR)的角度来看，CTR有点低了。'
 3558655678930060    , '我们当时讨论正文抽取时的微博阅读量有8.1万~@52nlp @丕子 @马少平THU @梁斌penny 新浪会不会开放此接口？在推荐中它又能起到什么作用呢？大家可以讨论一下~'
 3558644454732027    , '//@xwild://@raogaoqi: //@刘知远THU:转发微博'
 3558621423921653    , '听说新浪去年四季度的盈利，只供在五道口买套140平米的房子。'
 3558644148731867    , '//@板栗小羊:转发微博'
 3558623466488018    , '#精彩回顾#第36期百度技术沙龙 秦勇老师的演讲【利用数据做聪明的决定】视频出来了！一起来了解IBM应用语音技术来帮助像呼叫中心一类的企业，从海量的对话语音数据中解锁商业情报。 讲稿=》http://t.cn/zYkVNuy 视频=》 http://t.cn/zYksvDW'
 3558643687098918    , '//@板栗小羊:转发微博'
 3558628005348885    , '【K-Means中K的选择】 http://t.cn/zYksnnH 对这个问题一直很陌生，1到正无穷，肯定有那么几个k能够使得数据有比较好的聚类结果，怎么找一下呢？ 先把一些 已经存在的比较经典的方法收藏下 1、stackoverflow上面的答案： You can maximize the Bayesian Information Criterion (BI...（分享自@无觅网）'
 3558643481557226    , '//@tan3long:@ 梁总讲的现象在Gibbs LDA完全可能发生啊。可以看Eric Xing MCMC课的幻灯片，理解了Metropolis-Hastings再理解Gibbs会比较简单。http://t.cn/zYFP42Q 另外，Gibbs比variational inference好上手多了，没什么数学，不过Gibbs的问题是在mode过多的时候可能intractable'
 3558604940020651    , '写了个博客《浅谈gibbs sampling（LDA实验）》，包含实验代码和论文，http://t.cn/zYkeHaQ 请@老师木 @王威廉 @李沐mu @沈醉2011 等同志，等高手看一下。末了还有一个神奇的问题，期待高手们的解答'
 3558616516610477    , '//@朱祎舟: 欢迎nlp高手。不懂这领域的技术高手我们也求贤若渴，只要相信移动互联网，相信智能技术//@志飞Google:补充一下，该承诺三年有效 //@志飞Google:#无耻的自我双重销售# 如果有人能理解我下面这篇论文并自己实现的人，来我公司实习或全职不用面试，直接上岗。 http://t.cn/zYkd0tH'
 3556203932008357    , '#NLP Job#羽扇智科技招聘研发工程师，工作地点在上海，创始人李志飞( @志飞Google )是来自Google的资深科学家/工程师，博士毕业于约翰霍普金斯大学，曾是机器翻译领域著名的开源解码器Joshua的主力开发，现在创办的羽扇智科技致力于“智能移动语音搜索”，感兴趣的同学不要错过 http://t.cn/zYrrs25'
 3558600473147435    , '@老师木 @rickjin'
 3558587261420808    , '利用坐标下降法求解多元矩阵的最优值，每一轮固定一个矩阵，对另一个矩阵用拟牛顿法L-BFGS求解局部最优值。请问最后整个算法会达到局部最优吗？我做实验发现每一轮过后的函数值并没有比上一轮小，而且和拟牛顿法的初始值很有关系。@52nlp'
 3558599827157456    , '志飞兄广发英雄帖啊，对羽扇智感兴趣的同学可以考虑试一下//@志飞Google: 补充一下，该承诺三年有效(如果我公司三年后还存在[嘻嘻]) //@志飞Google:#无耻的自我双重销售# 如果有人能理解我下面这篇论文并自己实现的人，来我公司实习或全职不用面试，直接上岗。 http://t.cn/zYkd0tH'
 3558580101798584    , 'Android上也有了啊，准备试试这个功能：“3.完美支持普通话。东北话、河南话、陕西话？毫无压力.”'
 3558574875682311    , '“微信语音输入插件”真心不错 http://t.cn/zYlBGgi'
 3558549390634981    , '//@刘群MT-to-Death:我在中科院研究生院开计算语言学课程，总共才40个课时，有点短。把词法分析、句法分析讲清楚，再讲点应用，时间就用完了。我一般在词法分析部分介绍n-gram、HMM和ME，在句法分析部分讲PCFG和感知机，句法分析部分已经有很多学生不太能理解了，很难再讲更深的东西。'
 3558426527227379    , '最近面试一些想做nlp的学生，大部分都听过crf或用过crf++. 但很少有能够把crf训练和测试那两个目标函数(argmax)写对
 3558379894609472    , '//@尹建华X: 拜读！//@李航博士: 转发微博。'
 3558710833722182    , '//@志飞Google: 是啊，现在正绞尽脑汁想算法怎么把它们“揪出来”(其实就是应用分类) //@白硕SH:昨天和@志飞Google 聊到了这个问题。真实服务、训练文本和ontology之间建立关联的核心，是一组共用的标签。甚至在核心词语不出现的情况下，有了这种关联，也会把核心词语“揪出来”。'
 3557713268796903    , '好像语义角色标注都以动词为中心，但在移动信息查询中好像以名词为中心更靠谱(因为名词可跟线下实体关联)。比如“查一下附近有没有人均60元左右，有wifi
 3558293362580874    , '【优秀工程师】华为诺亚方舟实验室首席科学家@李航博士 结合自己的亲身经验，提出了成为优秀工程师应该遵循的五项原则：面对问题，解决问题；系统地解决问题；站在用户角度看问题；以最小的代价获得最大的效益；磨在细处。详细内容：http://t.cn/zYDBZIp'
 3558370617237860    , '转发微博'
 3558370290048511    , '#NLP Job# 腾讯招聘职位推荐:TEG03-机器学习算法及应用架构高级数据挖掘工程师(深圳) http://t.cn/zYkKRzO'
 3558364929718299    , '//@v陈小光v: //@常新居士://@出版人周筠:@veldts 家乡的孩子。//@杨早: //@李承鹏: 转发即修行，拜托诸君。//@朴抱一: 转发即修行，拜托诸位。。'
 3558317126979635    , '【急寻昨晚刚失踪的三岁小男孩】刘炫城
 3558364451521773    , '//@itolssy: //@李沐mu:slides地址：http://t.cn/zYMbxt4'
 3557860191488376    , 'Quoc Le今天来cmu讲他在google做的large scale deep learning。alex很兴奋，边听边跟我吐槽，说这个不优，那里不好，连个概念都搞错了。好一阵之后累了，喝口水休息下。结果这时quoc突然冒一句，这些idea都来自alex... alex一口水喷在键盘上... [哈哈]'
 3558297858478788    , '//@蒋涛CSDN:这个强大啊 @范凯robbin @CSDN'
 3557935546678907    , '【开发者福利】百度BAE CDN公共库横空出世！公共库囊括了Jquery、 Mootools、 Prototype、YUI等通用JS库，前端采用CDN技术，节点分布在全国各地；您可以直接调用、就近获取，稳定、高速、便捷！调用方法详情请见：http://t.cn/zYDC8wj'
 3558278480834798    , '这样说就很惭愧了//@志飞Google: 强烈支持52nlp这种雷锋精神！//@52nlp: //@NLPJob: 博客上也更新了 http://t.cn/zYkPalI'
 3558086092295473    , '在微信平台上首发了”NLPJob第一期微信简报：自然语言处理到底有多不重要？“，想第一时间获取文章的同学可以考虑订阅[呵呵]'
 3558216409431159    , '//@MyGod9: [鼓掌]//@刘群MT-to-Death:开张了！'
 3558203302524044    , 'ACL的新期刊TACL放出了创刊号第一期的七篇论文。http://t.cn/zYkPeWq 我在这里:http://t.cn/zj5lZfF'
 3558215876702432    , '//@Yuyh-NJU: 最近正在看。//@丕子: 没读过，学习下//@沈醉2011:nature那篇NMF论文值得深读，别说PLSA就是等价的，deep learning在里面都能找到影子，哈哈 //@丕子: //@干二微博:两个硬骨头。。mark。。'
 3558067624808528    , 'NMF and PLSA http://t.cn/zYDg7sG'
 3558200777099571    , '差点以为是立委老师的一个玩笑//@算文解字: 北京的童鞋们有福啦！时间地点尚未敲定，keep tuned!'
 3558162525541124    , '科学网—广而告之：科学网“双百”博主立委四月一日在北京演讲大数据挖掘 - 李维的博文  http://t.cn/zYDsmkZ'
 3558200487755170    , '//@张栋_机器学习: 赞同！//@王靓伟: 赞作者！数据分析中我觉得最有趣的部分就在算法之前的数据理解。//@张宝峰felix:百度啊百度 //@张栋_机器学习:赞严谨科学的探讨态度！我的一个怀疑是：原始数据中的作弊噪音过大，需要反作弊处理 //@严强Justin: 赞，我也抓了这个数据，正在分析'
 3558021953089819    , '《数据真实性的探索--对百度电影推荐系统算法大赛的质疑》本文旨在让做相关研究的人不要直接去使用这组不真实的数据去检验自己的算法
 3558198273099079    , '//@NLPJob: 博客上也更新了 http://t.cn/zYkPalI'
 3558086683510259    , '//@NLPJob: 目前微信平台上大约有120位同学订阅NLPJob，欢迎大家继续加入。'
 3558044597848664    , '刘老师可以来讲讲 //@刘铁岩:最近各大高校都在开计算广告学的课程呀，赞一个!另:似乎少了些机制设计的内容. //@52nlp: //@张栋_机器学习: 好课程！都是从实战中得来的经验，强烈推荐！ //@褚达晨: 下来看看 //@怀亭: 课件教程持续更新中：http://t.cn/zYDEIls'
 3558016818920239    , '百度与清华联合推出《计算广告学》课程，都是在该领域工作多年的资深专家，理论联系实际，把凤巢和网盟一点点做大，清华学子有福了！'
 3558027422142026    , '//@张栋_机器学习: 好课程！都是从实战中得来的经验，强烈推荐！//@褚达晨: 下来看看 //@怀亭: 课件教程持续更新中：http://t.cn/zYDEIls'
 3558007784624795    , '//@志飞Google: 前google同事拿到四百万美元投资，做机器学习的，真为他高兴！感觉美国的vc远比中国vc喜欢投技术型公司。'
